,ACCIDENT_NO,VEHICLE_ID,VEHICLE_YEAR_MANUF,VEHICLE_DCA_CODE,INITIAL_DIRECTION,ROAD_SURFACE_TYPE,ROAD_SURFACE_TYPE_DESC,REG_STATE,VEHICLE_BODY_STYLE,VEHICLE_MAKE,VEHICLE_MODEL,VEHICLE_POWER,VEHICLE_TYPE,VEHICLE_TYPE_DESC,VEHICLE_WEIGHT,CONSTRUCTION_TYPE,FUEL_TYPE,NO_OF_WHEELS,NO_OF_CYLINDERS,SEATING_CAPACITY,TARE_WEIGHT,TOTAL_NO_OCCUPANTS,CARRY_CAPACITY,CUBIC_CAPACITY,FINAL_DIRECTION,DRIVER_INTENT,VEHICLE_MOVEMENT,TRAILER_TYPE,VEHICLE_COLOUR_1,VEHICLE_COLOUR_2,CAUGHT_FIRE,INITIAL_IMPACT,LAMPS,LEVEL_OF_DAMAGE,TOWED_AWAY_FLAG,TRAFFIC_CONTROL,TRAFFIC_CONTROL_DESC
258494,T20220003621,A,2022.0,1.0,S,1.0,Paved,V,WAGON,MERC B,GLC43,,2,Station Wagon,2460.0,R,P,4.0,4.0,5.0,1923.0,3.0,537.0,,S,1.0,1.0,H,BLK,ZZ,2.0,F,2.0,5,1.0,0.0,No control
258510,T20220003636,A,2004.0,1.0,SW,1.0,Paved,V,SEDAN,MITSUB,MAGNA,,1,Car,,R,P,4.0,6.0,5.0,1530.0,2.0,,,SW,1.0,1.0,H,RED,ZZ,2.0,2,1.0,1,2.0,0.0,No control
258554,T20220003685,A,1998.0,2.0,E,1.0,Paved,V,SEDAN,TOYOTA,COROLL,,1,Car,,R,P,4.0,4.0,5.0,1000.0,1.0,,,E,1.0,1.0,H,GRN,ZZ,2.0,6,2.0,5,1.0,1.0,Stop-go lights
258555,T20220003685,B,2017.0,1.0,SW,1.0,Paved,V,DC UTE,MITSUB,TRITON,,4,Utility,,R,D,4.0,4.0,5.0,1930.0,2.0,,,SW,1.0,1.0,H,GRY,ZZ,2.0,F,2.0,1,1.0,1.0,Stop-go lights
258577,T20220003705,A,2012.0,1.0,S,1.0,Paved,V,UTIL,HOLDEN,C RADO,,4,Utility,3100.0,R,D,4.0,4.0,2.0,1798.0,1.0,1302.0,,S,1.0,1.0,H,WHI,ZZ,2.0,F,2.0,4,1.0,11.0,Giveway sign
258578,T20220003705,B,2018.0,2.0,E,1.0,Paved,V,WAGON,MITSUB,OUTLAN,,2,Station Wagon,,R,P,4.0,4.0,7.0,1470.0,2.0,,,E,1.0,1.0,H,SIL,ZZ,2.0,6,2.0,4,1.0,0.0,No control
258652,T20220003794,A,2016.0,1.0,SW,1.0,Paved,V,WAGON,MAZDA,CX9,,2,Station Wagon,2505.0,R,P,4.0,4.0,7.0,1800.0,3.0,705.0,,SW,1.0,1.0,H,WHI,ZZ,2.0,F,2.0,4,1.0,0.0,No control
258671,T20220003820,A,2022.0,2.0,N,1.0,Paved,V,DC UTE,RAM,1500,,4,Utility,,R,P,4.0,8.0,5.0,2553.0,1.0,,,N,1.0,15.0,H,RED,ZZ,2.0,R,2.0,1,2.0,1.0,Stop-go lights
258672,T20220003820,B,2018.0,1.0,N,1.0,Paved,V,WAGON,HYNDAI,TUCSON,,2,Station Wagon,,R,P,4.0,4.0,5.0,1800.0,1.0,,,N,1.0,1.0,H,BLU,ZZ,2.0,F,2.0,1,2.0,1.0,Stop-go lights
258772,T20220003926,A,2009.0,2.0,S,1.0,Paved,V,SED,TOYOTA,YARIS,,1,Car,,R,P,4.0,4.0,5.0,1100.0,2.0,,,S,1.0,18.0,H,GRY,ZZ,2.0,5,0.0,4,1.0,11.0,Giveway sign
258773,T20220003926,B,2004.0,1.0,W,1.0,Paved,V,UTIL,FORD,FALCON,,4,Utility,2370.0,R,P,4.0,6.0,2.0,1700.0,1.0,670.0,,W,1.0,18.0,H,GRN,ZZ,2.0,F,2.0,4,1.0,0.0,No control
258838,T20220003982,A,2000.0,1.0,W,1.0,Paved,V,SED,FORD,F/MONT,,1,Car,,R,P,4.0,6.0,5.0,1550.0,1.0,,,NW,1.0,18.0,H,GRN,ZZ,2.0,8,2.0,4,1.0,0.0,No control
258926,T20220004074,A,2009.0,1.0,N,1.0,Paved,V,SOLO,TRIUM,STREET,,10,Motor Cycle,,,P,2.0,3.0,,0.0,1.0,,600.0,N,1.0,16.0,H,BLK,ZZ,2.0,F,2.0,2,2.0,0.0,No control
258979,T20220004132,A,2005.0,2.0,N,9.0,Not known,V,WAGON,HOLDEN,COMMOD,,2,Station Wagon,,R,P,4.0,6.0,5.0,1965.0,2.0,,,N,2.0,17.0,H,BLU,ZZ,2.0,4,2.0,1,2.0,99.0,Unknown
258980,T20220004132,B,2011.0,1.0,N,9.0,Not known,V,DC UTE,FORD,RANGER,,4,Utility,2917.0,R,D,4.0,4.0,4.0,1626.0,1.0,1291.0,,N,17.0,1.0,H,WHI,ZZ,2.0,F,2.0,1,2.0,99.0,Unknown
258989,T20220004142,A,2000.0,1.0,SE,1.0,Paved,V,SEDAN,FORD,FORTE,,1,Car,,R,P,4.0,6.0,5.0,1500.0,1.0,,,SE,1.0,18.0,H,GLD,ZZ,2.0,F,2.0,5,1.0,0.0,No control
258990,T20220004142,B,2014.0,2.0,SE,1.0,Paved,V,WAGON,HOLDEN,TJ,,2,Station Wagon,,R,P,4.0,4.0,5.0,1396.0,1.0,,,SE,3.0,15.0,H,BLK,ZZ,2.0,R,2.0,2,2.0,0.0,No control
258991,T20220004142,C,2017.0,8.0,SE,1.0,Paved,V,SEDAN,HYNDAI,I30,,1,Car,,R,P,4.0,4.0,5.0,1251.0,2.0,,,SE,3.0,15.0,H,WHI,ZZ,2.0,F,2.0,2,2.0,0.0,No control
259200,T20220004330,A,2013.0,1.0,E,1.0,Paved,V,SOLO,H DAV,FXDWG,,10,Motor Cycle,,,P,2.0,2.0,,0.0,1.0,,1580.0,E,1.0,18.0,H,BLK,ZZ,2.0,F,1.0,5,1.0,0.0,No control
259201,T20220004330,B,2004.0,2.0,E,1.0,Paved,V,SOLO,H DAV,FXSTB,,10,Motor Cycle,,,P,2.0,2.0,,0.0,1.0,,1450.0,E,1.0,18.0,H,GRY,BLK,2.0,8,2.0,5,1.0,0.0,No control
259202,T20220004330,C,2008.0,8.0,E,1.0,Paved,V,SOLO,H DAV,FLH03A,,10,Motor Cycle,,,P,2.0,2.0,,0.0,1.0,,1584.0,E,1.0,18.0,H,BLU,ZZ,2.0,8,2.0,5,1.0,0.0,No control
259355,T20220004493,A,2021.0,1.0,NW,1.0,Paved,Q,BD/PMR,MERCED,ACTROS,,62,Prime Mover B-Double,,,Z,,6.0,2.0,10340.0,1.0,,,NW,1.0,1.0,H,WHI,ZZ,2.0,2,9.0,4,1.0,0.0,No control
259371,T20220004506,A,1996.0,1.0,NW,1.0,Paved,V,SEDAN,FORD,FALCON,,1,Car,,R,P,4.0,6.0,5.0,1500.0,4.0,,,NE,2.0,2.0,H,GRY,ZZ,2.0,F,9.0,1,2.0,1.0,Stop-go lights
259372,T20220004506,B,0.0,2.0,SE,1.0,Paved,,,,,,13,Bicycle,,,,,,,0.0,1.0,,,SE,1.0,1.0,H,ZZ,ZZ,0.0,F,9.0,1,2.0,1.0,Stop-go lights
259409,T20220004549,A,2004.0,1.0,E,1.0,Paved,V,SEDAN,HOLDEN,COMMOD,,1,Car,,R,P,4.0,6.0,5.0,1550.0,2.0,,,SE,2.0,18.0,H,WHI,ZZ,2.0,F,2.0,3,1.0,0.0,No control
259414,T20220004560,A,2007.0,2.0,N,1.0,Paved,V,TRAY,TOYOTA,HILUX,,71,Light Commercial Vehicle (Rigid) <= 4.5 Tonnes GVM,2710.0,R,D,4.0,4.0,3.0,1430.0,1.0,1280.0,,NE,2.0,15.0,H,WHI,ZZ,2.0,R,2.0,5,1.0,0.0,No control
259415,T20220004560,B,2017.0,8.0,S,1.0,Paved,V,WAGON,HONDA,CRV,,2,Station Wagon,,R,P,4.0,4.0,5.0,1536.0,3.0,,,S,1.0,1.0,H,RED,ZZ,2.0,1,2.0,5,1.0,0.0,No control
259416,T20220004560,C,2004.0,1.0,N,1.0,Paved,V,SEDAN,FORD,XR6,,1,Car,,R,P,4.0,6.0,5.0,1500.0,1.0,,,N,1.0,1.0,H,SIL,ZZ,1.0,F,2.0,5,1.0,0.0,No control
259419,T20220004563,A,2012.0,1.0,SE,1.0,Paved,V,COUPE,HYNDAI,VELOST,,1,Car,,R,P,4.0,4.0,4.0,1215.0,1.0,,,SE,1.0,1.0,H,YLW,ZZ,2.0,1,2.0,5,2.0,0.0,No control
259490,T20220004635,A,2007.0,2.0,NW,1.0,Paved,V,SEDAN,AUDI,A4,,1,Car,,R,P,4.0,4.0,5.0,1390.0,2.0,,,NW,2.0,15.0,H,GRY,ZZ,2.0,R,2.0,2,2.0,0.0,No control
259491,T20220004635,B,2004.0,1.0,NW,1.0,Paved,V,WAGON,NISSAN,PATROL,,2,Station Wagon,,R,D,4.0,4.0,8.0,2020.0,1.0,,,NW,1.0,1.0,H,SIL,ZZ,2.0,F,2.0,2,2.0,0.0,No control
259501,T20220004642,A,2018.0,1.0,SW,1.0,Paved,V,SOLO,H DAV,FXLR,,10,Motor Cycle,,,P,2.0,2.0,,0.0,1.0,,1753.0,S,3.0,3.0,H,BLK,ZZ,2.0,5,0.0,1,2.0,1.0,Stop-go lights
259562,T20220004700,A,2011.0,2.0,NE,1.0,Paved,V,SEDAN,HOLDEN,CALAIS,,1,Car,,R,P,4.0,8.0,5.0,1682.0,2.0,,,NE,1.0,1.0,H,BLK,ZZ,2.0,6,2.0,3,1.0,11.0,Giveway sign
259563,T20220004700,B,2000.0,1.0,SE,1.0,Paved,V,COUPE,HONDA,CIVIC,,1,Car,,R,P,4.0,4.0,5.0,900.0,1.0,,,SE,1.0,1.0,H,RED,ZZ,2.0,F,2.0,5,1.0,0.0,No control
259567,T20220004707,A,2008.0,1.0,E,1.0,Paved,V,SEDAN,HONDA,ACCORD,,1,Car,,R,P,4.0,4.0,5.0,1435.0,1.0,,,N,1.0,1.0,H,GRY,ZZ,2.0,5,2.0,5,1.0,0.0,No control
259572,T20220004711,A,2007.0,1.0,S,1.0,Paved,V,SEDAN,HYNDAI,ACCENT,,1,Car,,R,P,4.0,4.0,5.0,1280.0,1.0,,,N,1.0,1.0,H,BLU,ZZ,2.0,1,2.0,5,1.0,0.0,No control
259573,T20220004711,B,1996.0,2.0,E,1.0,Paved,V,SEDAN,FORD,FALCON,,1,Car,,R,P,4.0,6.0,5.0,1535.0,1.0,,,SW,1.0,1.0,H,GLD,ZZ,2.0,5,2.0,5,1.0,11.0,Giveway sign
259601,T20220004746,A,2018.0,1.0,E,1.0,Paved,V,SEDAN,HYNDAI,ACCENT,,1,Car,,R,P,4.0,4.0,5.0,1280.0,1.0,,,E,17.0,1.0,H,BLK,ZZ,2.0,F,2.0,4,1.0,0.0,No control
259602,T20220004746,B,2018.0,2.0,E,1.0,Paved,V,WAGON,KIA,SOUL,,2,Station Wagon,,R,P,4.0,4.0,5.0,1375.0,1.0,,,E,15.0,15.0,H,WHI,RED,2.0,R,2.0,3,1.0,0.0,No control
259677,T20220004807,A,2007.0,1.0,SW,1.0,Paved,V,T SDS,TOYOTA,HILUX,,4,Utility,2810.0,R,D,4.0,4.0,3.0,1940.0,1.0,870.0,,N,5.0,5.0,H,SIL,ZZ,2.0,3,2.0,2,2.0,0.0,No control
259678,T20220004807,B,2003.0,2.0,SW,1.0,Paved,V,SEDAN,HOLDEN,COMMOD,,1,Car,,R,P,4.0,8.0,5.0,1561.0,1.0,,,SW,1.0,1.0,H,SIL,ZZ,2.0,F,2.0,5,1.0,0.0,No control
259695,T20220004823,A,2010.0,2.0,N,1.0,Paved,V,WAGON,NISSAN,DUALIS,,2,Station Wagon,,R,P,4.0,4.0,5.0,1465.0,1.0,,,N,1.0,1.0,H,BLK,ZZ,2.0,F,2.0,1,2.0,0.0,No control
259696,T20220004823,B,2018.0,1.0,E,1.0,Paved,V,SEDAN,KIA,PICANT,,1,Car,,R,P,4.0,4.0,5.0,995.0,2.0,,,E,2.0,2.0,H,WHI,ZZ,2.0,2,2.0,3,1.0,0.0,No control
259721,T20220004849,A,2012.0,2.0,E,1.0,Paved,V,WAGON,AUDI,Q3,,2,Station Wagon,,R,D,4.0,4.0,5.0,1510.0,1.0,,,E,1.0,1.0,H,GRY,ZZ,2.0,F,2.0,5,1.0,1.0,Stop-go lights
259722,T20220004849,B,2010.0,1.0,W,1.0,Paved,V,TRAY,TOYOTA,LANDCR,,71,Light Commercial Vehicle (Rigid) <= 4.5 Tonnes GVM,3300.0,R,D,4.0,8.0,2.0,2050.0,2.0,1250.0,,N,2.0,2.0,H,SIL,ZZ,2.0,5,2.0,4,9.0,1.0,Stop-go lights
259807,T20220004926,A,2014.0,1.0,S,1.0,Paved,V,WAGON,FORD,MONDEO,,2,Station Wagon,,R,D,4.0,4.0,5.0,1612.0,1.0,,,S,1.0,1.0,H,BLK,ZZ,2.0,F,2.0,1,2.0,0.0,No control
259887,T20220005016,A,2002.0,2.0,SE,1.0,Paved,V,SEDAN,HOLDEN,COMMOD,,1,Car,,R,P,4.0,6.0,5.0,1350.0,2.0,,,SE,1.0,1.0,H,BLU,ZZ,2.0,2,2.0,3,1.0,11.0,Giveway sign
259888,T20220005016,B,2008.0,1.0,SW,1.0,Paved,V,SEDAN,TOYOTA,YARIS,,1,Car,,R,P,4.0,4.0,5.0,1070.0,2.0,,,SW,1.0,1.0,H,BLU,ZZ,2.0,F,2.0,3,1.0,0.0,No control
259898,T20220005030,A,2008.0,1.0,N,1.0,Paved,V,SOLO,UNKN,FXD,,10,Motor Cycle,,,P,2.0,2.0,,0.0,1.0,,1584.0,N,17.0,1.0,H,YLW,ZZ,2.0,1,2.0,1,2.0,1.0,Stop-go lights
259899,T20220005030,B,2017.0,2.0,N,1.0,Paved,V,UTIL,FORD,RANGER,,4,Utility,3200.0,R,D,4.0,5.0,5.0,2348.0,2.0,852.0,,N,17.0,17.0,H,BLK,ZZ,2.0,R,2.0,1,2.0,1.0,Stop-go lights
259913,T20220005042,A,0.0,1.0,W,1.0,Paved,,,,,,13,Bicycle,,,,,,,0.0,1.0,,,W,1.0,1.0,H,ZZ,ZZ,0.0,F,2.0,1,2.0,1.0,Stop-go lights
259914,T20220005042,B,2015.0,2.0,N,1.0,Paved,V,WAGON,HOLDEN,CPTIVA,,2,Station Wagon,,R,D,4.0,4.0,7.0,1938.0,1.0,,,N,1.0,1.0,H,SIL,ZZ,2.0,3,2.0,1,2.0,1.0,Stop-go lights
260016,T20220005149,A,2006.0,1.0,S,1.0,Paved,V,WAGON,TOYOTA,RAV4,,2,Station Wagon,,R,P,4.0,4.0,5.0,1339.0,1.0,,,E,1.0,18.0,H,GRY,ZZ,2.0,1,2.0,4,1.0,0.0,No control
260096,T20220005234,A,2012.0,1.0,NE,1.0,Paved,V,UTIL,HOLDEN,COMMOD,,4,Utility,2385.0,R,P,4.0,6.0,2.0,1679.0,1.0,706.0,,SE,2.0,2.0,H,BLK,ZZ,2.0,6,2.0,2,2.0,1.0,Stop-go lights
260097,T20220005234,B,2014.0,2.0,SW,1.0,Paved,V,SEDAN,MAZDA,3,,1,Car,1800.0,R,P,4.0,4.0,5.0,1225.0,1.0,575.0,,SW,1.0,1.0,H,BRN,ZZ,2.0,F,2.0,4,1.0,1.0,Stop-go lights
260146,T20220005289,A,2012.0,1.0,N,1.0,Paved,V,WAGON,MAZDA,CX-5,,2,Station Wagon,,R,P,4.0,4.0,5.0,1510.0,1.0,,,SE,2.0,2.0,H,WHI,ZZ,2.0,5,2.0,3,1.0,11.0,Giveway sign
260147,T20220005289,B,2014.0,1.0,E,1.0,Paved,V,P MVR,MERC B,ACTROS,,61,Prime Mover - Single Trailer,,R,D,4.0,4.0,2.0,6880.0,1.0,,,E,1.0,1.0,J,WHI,ZZ,2.0,0,2.0,6,2.0,0.0,No control
260193,T20220005331,A,2011.0,1.0,W,1.0,Paved,V,SEDAN,SUZUKI,SWIFT,,1,Car,,R,P,4.0,4.0,5.0,1005.0,1.0,,1300.0,W,1.0,1.0,H,BLK,ZZ,2.0,F,2.0,5,1.0,0.0,No control
260231,T20220005367,A,2008.0,1.0,E,1.0,Paved,V,WAGON,TOYOTA,KLUGER,,2,Station Wagon,,R,P,4.0,6.0,5.0,1835.0,1.0,,,E,6.0,1.0,B,BLU,ZZ,2.0,0,1.0,6,1.0,0.0,No control
260232,T20220005367,B,0.0,2.0,N,3.0,Gravel,V,CYCLE,YAMAHA,YZ,,10,Motor Cycle,,,Z,,,,0.0,1.0,,,N,1.0,1.0,H,BLU,ZZ,2.0,F,2.0,1,1.0,11.0,Giveway sign
260425,T20220005549,A,2018.0,1.0,E,3.0,Gravel,V,UTIL,ISUZU,DMAX,,4,Utility,3050.0,R,D,4.0,4.0,4.0,1915.0,1.0,1135.0,,N,1.0,18.0,H,WHI,ZZ,2.0,1,2.0,1,9.0,0.0,No control
260510,T20220005635,A,2015.0,2.0,N,1.0,Paved,V,WAGON,KIA,SORENT,,2,Station Wagon,,R,P,4.0,4.0,7.0,1600.0,2.0,,,N,2.0,1.0,H,MRN,ZZ,2.0,1,2.0,4,1.0,11.0,Giveway sign
260511,T20220005635,B,2002.0,1.0,E,1.0,Paved,V,SEDAN,FORD,FALCON,,1,Car,,R,P,4.0,6.0,5.0,1400.0,1.0,,,SW,1.0,1.0,H,RED,ZZ,2.0,3,2.0,4,1.0,0.0,No control
260555,T20220005693,A,2012.0,1.0,W,1.0,Paved,V,SEDAN,HOLDEN,CRUZE,,1,Car,,R,P,4.0,4.0,5.0,1413.0,1.0,,,S,1.0,18.0,H,WHI,ZZ,2.0,F,2.0,3,1.0,0.0,No control
260670,T20220005819,A,2020.0,2.0,SE,1.0,Paved,V,DC UTE,TOYOTA,HILUX,,4,Utility,3050.0,R,D,4.0,4.0,5.0,2055.0,1.0,995.0,,SE,15.0,15.0,B,SIL,ZZ,2.0,0,2.0,1,2.0,1.0,Stop-go lights
260671,T20220005819,B,2015.0,1.0,SE,1.0,Paved,V,SEDAN,HYNDAI,I30,,1,Car,,R,P,4.0,4.0,5.0,1342.0,1.0,,,SE,1.0,1.0,H,WHI,ZZ,2.0,F,2.0,4,1.0,1.0,Stop-go lights
260685,T20220005833,A,2018.0,1.0,NE,1.0,Paved,V,WAGON,MERC B,GLE43,,2,Station Wagon,,R,P,4.0,6.0,5.0,2180.0,1.0,,,NE,2.0,1.0,H,BLK,ZZ,2.0,F,2.0,1,2.0,11.0,Giveway sign
260686,T20220005833,B,2013.0,2.0,NE,1.0,Paved,V,WAGON,HYNDAI,IX35,,2,Station Wagon,,R,D,4.0,4.0,5.0,1585.0,1.0,,,NE,2.0,17.0,H,SIL,ZZ,2.0,R,2.0,1,2.0,11.0,Giveway sign
260755,T20220005911,A,2003.0,2.0,E,1.0,Paved,V,SEDAN,MAZDA,323,,1,Car,,R,P,4.0,4.0,5.0,1105.0,1.0,,,E,2.0,2.0,H,WHI,ZZ,2.0,F,2.0,4,1.0,0.0,No control
260756,T20220005911,B,2009.0,1.0,S,1.0,Paved,V,SED,SUBARU,IMPREZ,,1,Car,,,Z,4.0,4.0,5.0,1315.0,1.0,,,SW,2.0,2.0,H,SIL,ZZ,2.0,2,2.0,4,1.0,0.0,No control
260841,T20220006003,A,2017.0,2.0,E,1.0,Paved,V,S WAG,TOYOTA,KLUGER,,2,Station Wagon,,,Z,,6.0,7.0,1940.0,1.0,,,E,3.0,3.0,H,GRY,ZZ,2.0,R,2.0,6,2.0,1.0,Stop-go lights
260842,T20220006003,B,2017.0,1.0,E,1.0,Paved,V,WAGON,TOYOTA,LANDCR,,2,Station Wagon,3350.0,R,D,4.0,8.0,7.0,2740.0,1.0,610.0,,E,3.0,3.0,H,BLK,ZZ,2.0,F,2.0,1,2.0,1.0,Stop-go lights
261042,T20220006218,A,2005.0,1.0,NE,1.0,Paved,V,SEDAN,FORD,FALCON,,1,Car,,R,P,4.0,6.0,5.0,1694.0,2.0,,,NE,2.0,18.0,H,BLU,ZZ,2.0,5,1.0,4,1.0,0.0,No control
261068,T20220006249,A,0.0,1.0,NE,1.0,Paved,Z,UTIL,FORD,FALCON,,4,Utility,,,Z,,,,0.0,1.0,,,NW,3.0,3.0,H,SIL,ZZ,2.0,5,9.0,9,2.0,9.0,Roundabout
261069,T20220006249,B,0.0,2.0,W,1.0,Paved,,,,,,13,Bicycle,,,,,,,0.0,1.0,,,W,1.0,1.0,H,ZZ,ZZ,0.0,R,2.0,2,9.0,9.0,Roundabout
261290,T20220006472,A,2019.0,1.0,E,1.0,Paved,V,WAGON,NISSAN,XTRAIL,,2,Station Wagon,,R,P,4.0,4.0,5.0,1466.0,1.0,,,E,1.0,1.0,H,WHI,ZZ,2.0,F,2.0,1,2.0,1.0,Stop-go lights
261334,T20220006495,A,2013.0,1.0,SW,1.0,Paved,V,SED,HOLDEN,CRUZE,,1,Car,,,Z,,4.0,5.0,1402.0,1.0,,,N,1.0,19.0,H,RED,ZZ,2.0,F,2.0,5,1.0,0.0,No control
261335,T20220006495,B,2016.0,2.0,NE,1.0,Paved,V,SEDAN,TOYOTA,AURION,,1,Car,,R,P,4.0,6.0,5.0,1525.0,1.0,,,NE,1.0,1.0,H,WHI,ZZ,2.0,F,2.0,5,1.0,0.0,No control
261468,T20220006648,A,2015.0,1.0,N,3.0,Gravel,V,S WAG,MITSUB,ASX,,2,Station Wagon,1970.0,R,P,4.0,4.0,5.0,1365.0,3.0,605.0,2000.0,N,1.0,18.0,H,RED,ZZ,2.0,1,9.0,5,1.0,0.0,No control
261598,T20220006768,A,2020.0,1.0,S,1.0,Paved,Q,DC UTE,TOYOTA,LANDCR,,4,Utility,,,Z,,8.0,5.0,1780.0,1.0,,,S,1.0,1.0,H,BLK,ZZ,2.0,5,2.0,1,9.0,0.0,No control
261599,T20220006768,B,0.0,2.0,S,1.0,Paved,,,,,,13,Bicycle,,,,,,,0.0,1.0,,,S,1.0,1.0,H,ZZ,ZZ,0.0,R,9.0,5,9.0,0.0,No control
261731,T20220006922,A,2021.0,8.0,NE,1.0,Paved,V,DC UTE,FORD,RANGER,,4,Utility,3200.0,R,D,4.0,5.0,5.0,2278.0,1.0,922.0,,NE,1.0,1.0,H,WHI,ZZ,2.0,F,2.0,3,9.0,0.0,No control
261732,T20220006922,B,2004.0,8.0,NE,1.0,Paved,V,SED,HOLDEN,STATE,,1,Car,,,Z,4.0,6.0,5.0,1600.0,1.0,,,NE,1.0,18.0,H,GRY,ZZ,2.0,,2.0,4,9.0,0.0,No control
261733,T20220006922,C,2022.0,2.0,NE,1.0,Paved,V,SED,SUZUKI,BALENO,,1,Car,,,Z,4.0,4.0,5.0,935.0,1.0,,,NE,17.0,17.0,H,RED,ZZ,2.0,8,2.0,1,9.0,0.0,No control
261734,T20220006922,D,2009.0,1.0,NE,1.0,Paved,V,DC UTE,MITSUB,TRITON,,4,Utility,,R,D,4.0,4.0,5.0,1739.0,1.0,,,NE,1.0,1.0,H,WHI,ZZ,2.0,F,1.0,1,2.0,0.0,No control
261737,T20220006928,A,2008.0,1.0,NW,3.0,Gravel,V,DC UTE,NISSAN,NAVARA,,4,Utility,2805.0,R,D,4.0,4.0,5.0,1995.0,1.0,810.0,,N,2.0,18.0,H,SIL,ZZ,2.0,1,2.0,4,1.0,0.0,No control
261777,T20220006961,A,2010.0,8.0,N,1.0,Paved,V,UTIL,FORD,RANGER,,4,Utility,2941.0,R,D,4.0,4.0,5.0,1780.0,1.0,1161.0,,N,15.0,15.0,H,SIL,ZZ,2.0,R,2.0,6,2.0,9.0,Roundabout
261778,T20220006961,B,2004.0,8.0,N,1.0,Paved,V,SEDAN,MAZDA,2,,1,Car,,R,P,4.0,4.0,5.0,1042.0,1.0,,,N,15.0,15.0,H,SIL,ZZ,2.0,R,2.0,1,2.0,9.0,Roundabout
261779,T20220006961,C,2012.0,2.0,N,1.0,Paved,V,SEDAN,MAZDA,3,,1,Car,,R,P,4.0,4.0,5.0,1284.0,1.0,,,N,15.0,15.0,H,RED,ZZ,2.0,R,2.0,3,1.0,9.0,Roundabout
261780,T20220006961,D,2011.0,1.0,N,1.0,Paved,V,SED,MAZDA,6,,1,Car,,,Z,,4.0,5.0,1100.0,1.0,,,N,1.0,1.0,H,RED,ZZ,2.0,F,2.0,3,1.0,9.0,Roundabout
261824,T20220007004,A,2021.0,1.0,W,3.0,Gravel,V,SOLO,HSQVRN,FE501,,10,Motor Cycle,,,P,2.0,1.0,,0.0,1.0,,501.0,W,1.0,18.0,H,WHI,ZZ,2.0,5,2.0,1,2.0,0.0,No control
261898,T20220007087,A,2018.0,1.0,N,1.0,Paved,V,WAGON,HOLDEN,TRAX,,2,Station Wagon,,R,P,4.0,4.0,5.0,1566.0,1.0,,,NE,1.0,2.0,H,GRY,ZZ,2.0,F,2.0,3,1.0,0.0,No control
262192,T20220007385,A,2016.0,1.0,NW,1.0,Paved,V,WAGON,MAZDA,CX3,,2,Station Wagon,,R,P,4.0,4.0,5.0,1281.0,1.0,,,S,17.0,1.0,H,RED,ZZ,2.0,5,2.0,3,1.0,0.0,No control
262306,T20220007523,A,2017.0,1.0,N,1.0,Paved,V,UTIL,ISUZU,DMAX,,4,Utility,,R,D,4.0,4.0,5.0,1915.0,1.0,,,E,2.0,2.0,H,WHI,ZZ,2.0,6,2.0,5,1.0,0.0,No control
262307,T20220007523,B,2017.0,2.0,S,1.0,Paved,V,SEDAN,SUZUKI,SWIFT,,1,Car,,R,P,4.0,4.0,5.0,1035.0,2.0,,,S,1.0,1.0,H,RED,ZZ,2.0,F,2.0,5,1.0,0.0,No control
262321,T20220007535,A,0.0,1.0,NW,1.0,Paved,N,DC UTE,TOYOTA,HILUX,,4,Utility,,,Z,,4.0,5.0,1885.0,1.0,,,NW,1.0,1.0,H,WHI,ZZ,2.0,1,2.0,2,2.0,0.0,No control
262419,T20220007650,A,2006.0,1.0,NW,1.0,Paved,V,SEDAN,TOYOTA,COROLL,,1,Car,,R,P,4.0,4.0,5.0,1053.0,1.0,,,SW,3.0,3.0,H,SIL,ZZ,2.0,1,2.0,1,2.0,11.0,Giveway sign
262420,T20220007650,B,2017.0,2.0,SW,1.0,Paved,V,WAGON,MAZDA,CX3,,2,Station Wagon,,R,P,4.0,4.0,5.0,1190.0,1.0,,,SW,1.0,1.0,H,BLU,ZZ,2.0,5,2.0,1,2.0,11.0,Giveway sign
262471,T20220007702,A,2011.0,1.0,E,1.0,Paved,V,SEDAN,HOLDEN,CRUZE,,1,Car,,R,P,4.0,4.0,5.0,1349.0,1.0,,,E,1.0,1.0,H,BLU,ZZ,2.0,1,2.0,3,1.0,9.0,Roundabout
262472,T20220007702,B,2018.0,2.0,N,1.0,Paved,V,WAGON,MITSUB,OUTLAN,,2,Station Wagon,,R,P,4.0,4.0,7.0,1470.0,1.0,,,N,1.0,1.0,H,GRY,ZZ,2.0,5,2.0,3,1.0,9.0,Roundabout
262492,T20220007726,A,2003.0,1.0,NE,1.0,Paved,V,WAGON,CHRYS,VOYAGE,,2,Station Wagon,,R,P,4.0,4.0,7.0,1700.0,4.0,,,NE,1.0,1.0,H,SIL,ZZ,2.0,F,2.0,4,1.0,0.0,No control
262493,T20220007726,B,2005.0,2.0,N,1.0,Paved,V,SEDAN,FORD,FALCON,,1,Car,,R,P,4.0,6.0,5.0,1694.0,2.0,,,N,1.0,1.0,H,WHI,ZZ,2.0,7,2.0,3,1.0,11.0,Giveway sign
262552,T20220007811,A,2018.0,1.0,NE,1.0,Paved,V,WAGON,NISSAN,X TRAI,,2,Station Wagon,,R,P,4.0,4.0,5.0,1493.0,2.0,,,NE,1.0,1.0,H,BLU,ZZ,2.0,1,2.0,3,1.0,9.0,Roundabout
